688.0,229.0
302.0,50.0
64.0,687.0
442.0,234.0
613.0,864.0
630.0,57.0
591.0,345.0
627.0,663.0
674.0,241.0
64.0,228.0
605.0,609.0
489.0,480.0
725.0,90.0
674.0,80.0
697.0,742.0
553.0,882.0
738.0,101.0
453.0,320.0
48.0,656.0
512.0,533.0
737.0,791.0
641.0,42.0
257.0,70.0
426.0,249.0
76.0,671.0
473.0,22.0
431.0,892.0
6.0,394.0
560.0,900.0
175.0,101.0
3.0,433.0
542.0,540.0
239.0,835.0
487.0,315.0
460.0,476.0
545.0,31.0
504.0,5.0
422.0,294.0
226.0,850.0
30.0,614.0
504.0,909.0
79.0,239.0
754.0,193.0
165.0,134.0
2.0,460.0
549.0,575.0
704.0,98.0
423.0,23.0
30.0,367.0
513.0,391.0
732.0,187.0
572.0,18.0
267.0,871.0
709.0,836.0
364.0,883.0
109.0,750.0
723.0,825.0
69.0,656.0
346.0,879.0
787.0,162.0
618.0,32.0
653.0,286.0
413.0,891.0
30.0,546.0
549.0,12.0
556.0,554.0
708.0,236.0
595.0,315.0
574.0,360.0
512.0,279.0
486.0,443.0
642.0,652.0
426.0,4.0
659.0,50.0
161.0,777.0
498.0,405.0
459.0,442.0
626.0,311.0
48.0,258.0
505.0,298.0
222.0,824.0
20.0,330.0
21.0,476.0
109.0,721.0
4.0,416.0
710.0,207.0
38.0,280.0
602.0,635.0
726.0,115.0
281.0,857.0
594.0,891.0
489.0,23.0
395.0,908.0
44.0,316.0
686.0,256.0
568.0,597.0
3.0,482.0
752.0,137.0
544.0,904.0
618.0,293.0
64.0,268.0
323.0,892.0
447.0,454.0
200.0,810.0
764.0,788.0
11.0,368.0
441.0,912.0
481.0,911.0
507.0,255.0
693.0,824.0
717.0,806.0
721.0,224.0
675.0,688.0
545.0,387.0
39.0,333.0
136.0,780.0
111.0,191.0
576.0,332.0
606.0,330.0
450.0,22.0
343.0,36.0
21.0,446.0
521.0,888.0
729.0,749.0
209.0,99.0
676.0,855.0
590.0,594.0
536.0,561.0
253.0,50.0
22.0,592.0
102.0,172.0
123.0,737.0
528.0,906.0
664.0,841.0
178.0,793.0
151.0,146.0
284.0,37.0
146.0,125.0
23.0,417.0
551.0,357.0
76.0,705.0
740.0,762.0
314.0,869.0
296.0,863.0
510.0,421.0
639.0,274.0
577.0,579.0
185.0,117.0
713.0,760.0
208.0,77.0
588.0,873.0
413.0,910.0
93.0,216.0
435.0,310.0
533.0,398.0
4.0,498.0
28.0,304.0
27.0,529.0
124.0,147.0
669.0,271.0
344.0,17.0
520.0,515.0
491.0,510.0
194.0,86.0
651.0,262.0
532.0,374.0
689.0,705.0
136.0,752.0
581.0,611.0
478.0,468.0
253.0,843.0
377.0,905.0
477.0,229.0
339.0,897.0
764.0,158.0
749.0,172.0
770.0,178.0
590.0,23.0
458.0,912.0
55.0,671.0
623.0,631.0
384.0,28.0
650.0,690.0
386.0,887.0
663.0,703.0
85.0,686.0
478.0,3.0
245.0,860.0
6.0,519.0
691.0,67.0
170.0,810.0
85.0,720.0
638.0,300.0
493.0,892.0
80.0,202.0
410.0,5.0
766.0,124.0
401.0,25.0
15.0,350.0
34.0,565.0
675.0,59.0
125.0,175.0
9.0,540.0
148.0,792.0
646.0,850.0
713.0,732.0
450.0,893.0
473.0,429.0
754.0,802.0
478.0,496.0
527.0,8.0
61.0,642.0
358.0,901.0
453.0,3.0
695.0,845.0
200.0,832.0
647.0,65.0
788.0,146.0
320.0,43.0
738.0,814.0
642.0,872.0
628.0,858.0
500.0,493.0
225.0,88.0
736.0,209.0
470.0,321.0
507.0,24.0
279.0,59.0
123.0,766.0
564.0,35.0
677.0,720.0
299.0,31.0
98.0,704.0
48.0,608.0
658.0,669.0
233.0,61.0
524.0,547.0
24.0,513.0
53.0,292.0
380.0,9.0
138.0,160.0
294.0,882.0
14.0,560.0
614.0,648.0
468.0,893.0
564.0,345.0
41.0,641.0
497.0,240.0
162.0,111.0
327.0,21.0
22.0,492.0
610.0,885.0
418.0,272.0
365.0,31.0
727.0,775.0
601.0,46.0
25.0,398.0
457.0,228.0
751.0,774.0
690.0,89.0
753.0,113.0
657.0,865.0
113.0,159.0
239.0,80.0
186.0,823.0
90.0,189.0
639.0,676.0
562.0,372.0
525.0,27.0
576.0,896.0
41.0,589.0
701.0,719.0
583.0,40.0
739.0,125.0
98.0,738.0
708.0,78.0
679.0,833.0
627.0,879.0
570.0,878.0
54.0,625.0
361.0,13.0
487.0,417.0
71.0,253.0
148.0,766.0
34.0,350.0
498.0,432.0
56.0,243.0
269.0,43.0
532.0,527.0
566.0,567.0
537.0,886.0
522.0,410.0
330.0,874.0
18.0,576.0
